fiscal_year,base_year,sr_no,group_code,cmdty_code,description,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,fy_avg_index
2023-2024,2015-16,72,05,66,Washing soap/detergents/match box,296.52,308.24,312.96,315.28,316.68,317.48,318.08,320.57,322.47,323.65,324.38,325.4,316.81
2023-2024,2015-16,73,05,67,Household servant,179.27,180,184.31,184.66,186.92,186.99,187.19,189.12,189.91,189.91,189.97,190.67,186.58
2023-2024,2015-16,74,06,00,Health,209.2,213.56,223.51,229.53,232.12,234.2,234.72,235.03,236.76,237.26,243.2,247.37,231.37
2023-2024,2015-16,75,06,68,Drugs and medicines,214.94,221.71,239.62,248.54,249.9,250.2,250.58,250.96,253.95,254.89,257.63,263.2,246.34
2023-2024,2015-16,76,06,69,Therapeutic Appliances and Equipme,132.81,139.45,141.16,144.45,146.79,147.02,147.38,147.54,147.55,147.59,147.7,148.33,144.81
2023-2024,2015-16,77,06,70,Doctor (MBBS) clinic fee,270.51,273.23,275.26,283.58,290.07,291.41,292.6,292.69,293.79,293.79,309.88,311.96,289.9
2023-2024,2015-16,78,06,71,Dental services,158.56,160.42,164.45,165.37,173.96,175.02,176.08,176.43,177.03,178.09,204.16,204.66,176.19
2023-2024,2015-16,79,06,72,Medical tests,175.21,178.83,182.09,183.54,183.9,184.16,184.35,184.54,184.89,185.45,189.21,191.91,184.01
2023-2024,2015-16,80,06,73,Hospitals services,171.37,172.78,176.38,177.43,180.34,187.04,187.5,187.86,188.3,188.31,193.46,197.24,184
2023-2024,2015-16,81,07,00,Transport,279.49,296.49,319.47,310.68,302.48,305.96,300.26,306.81,305.33,312.92,309.36,303.14,304.37
2023-2024,2015-16,82,07,74,Motor vehicles,255.47,256.35,256.47,256.48,254.55,254.55,254.51,254.54,255.69,256.04,255.59,257.72,255.66
2023-2024,2015-16,83,07,75,Motor vehicle accessories,242.59,247.59,251.22,252.37,250.2,250.39,250.34,250.42,252.48,252.7,252.68,254.28,250.61
2023-2024,2015-16,84,07,76,Motor fuel,347.94,376.78,419.34,402.5,379.15,370.07,357.18,369.78,376.07,389.71,377.32,356.81,376.89
2023-2024,2015-16,85,07,77,Mechanical services,202.05,213.01,214.46,216.37,216.83,217.21,218.14,219.13,219.88,220.5,221.08,221.38,216.67
2023-2024,2015-16,86,07,78,Motor vehicle tax,148.53,148.53,148.53,148.53,148.53,148.53,148.53,148.53,148.53,148.53,148.53,148.53,148.53
2023-2024,2015-16,87,07,79,Transport services,203.38,211.41,220.48,217.03,228.11,255.38,256.6,258.34,241.73,245.35,253.56,264.61,238
2023-2024,2015-16,88,08,00,Communication,123.76,123.77,124.41,124.83,125,125.01,138.73,138.73,138.77,138.77,137.91,138.28,131.5
2023-2024,2015-16,89,08,80,Postal services,200.76,201.18,202.44,205.74,207.37,207.37,207.37,207.37,207.37,207.37,207.37,209.03,205.9
2023-2024,2015-16,90,08,81,Communication apparatus,183.9,183.92,187.2,189.25,190.04,190.09,190.69,190.69,190.87,190.89,186.4,188.25,188.52
2023-2024,2015-16,91,08,82,Communication Services,108.53,108.53,108.53,108.53,108.53,108.53,125.55,125.55,125.55,125.55,125.55,125.55,117.04
2023-2024,2015-16,92,09,00,Recreation and culture,236.46,245.05,245.62,245.87,245.81,245.92,246.06,246,246.16,247.36,251.25,255.02,246.38
2023-2024,2015-16,93,09,83,Recreation and culture,146.98,147.42,147.81,148.18,148.34,148.64,148.69,148.71,148.85,150.72,150.82,151.58,148.9
2023-2024,2015-16,94,09,84,Text books,295.06,314.57,314.48,314.48,314.48,314.48,314.48,314.48,314.48,315.78,323.15,332.02,315.16
2023-2024,2015-16,95,09,85,Newspapers,209.69,209.69,209.69,211.87,211.87,211.87,211.87,211.87,211.87,211.87,211.87,211.87,211.33
2023-2024,2015-16,96,09,86,stationery,296.96,301.56,303.88,303.97,303.36,303.4,304,303.66,304.15,304.17,309.29,309.65,304
2023-2024,2015-16,97,10,00,Education,171.66,177.89,178.55,184.31,186.73,187.28,187.42,187.42,188.09,192.49,194.43,194.55,185.9
2023-2024,2015-16,98,10,87,Education,171.66,177.89,178.55,184.31,186.73,187.28,187.42,187.42,188.09,192.49,194.43,194.55,185.9
2023-2024,2015-16,99,11,00,Restaurants and hotels,242.65,247.58,252.06,256.43,258.07,260.11,262.77,263.47,265.74,268.67,265.2,263.73,258.87
2023-2024,2015-16,100,11,88,Readymade food,254.62,259.88,263.2,265.03,266.44,267.78,269.53,270.36,273.29,275.14,270.4,268.22,266.99
2023-2024,2015-16,101,11,89,Marriage Hall Charges,211.26,215.51,223.98,236.14,238.6,243.02,248.73,249.07,249.33,255.77,256,256.66,240.34
2023-2024,2015-16,102,11,90,Accommodation Services,157.13,157.21,157.4,164.49,164.52,164.52,164.52,164.77,166.21,167.44,168.29,168.29,163.73
2023-2024,2015-16,103,12,00,Misc. goods and services,249.16,257.91,259.03,258.91,262.84,265.25,267.64,269.89,271.71,275.96,276.03,277.61,266
2023-2024,2015-16,104,12,91,Personal Grooming Services,214.08,220.1,222.32,225.79,228.6,229.18,234.38,236.25,239.46,244.49,245.95,247.38,232.33
2023-2024,2015-16,105,12,92,Electrical Appliances for Personal,154.58,156.81,156.98,160.07,161.34,161.44,161.58,161.72,161.72,161.75,161.79,161.93,160.14
2023-2024,2015-16,106,12,93,Appliances/Articles/Products for P,236.27,244.45,246.48,249.28,250.54,253.33,254.55,257.25,257.89,258.07,258.93,259.37,252.2
2023-2024,2015-16,107,12,94,Personal Effects n.e.c.,324.23,337.36,334.76,322.19,335.63,338.49,342.32,343.56,348.03,364.69,361.1,366.45,343.23
2024-2025,2015-16,1,00,00,General,258.59,259.3,257.92,260.64,261.92,261.67,262.17,260.46,262.48,260.65,260.84,261.04,260.64
2024-2025,2015-16,2,01,00,Food and non-alcoholic Beverages,276.1,280.27,276.17,281.39,279.93,279.9,278.37,271.84,277.04,271.43,273.34,271.3,276.42
2024-2025,2015-16,3,01,01,Wheat,240.17,232.01,221.66,234.88,239.83,240.47,239.73,232.61,233.62,204.55,189.58,189.88,224.92
2024-2025,2015-16,4,01,02,Wheat flour,250.19,240.52,229.63,237.71,239.82,237.45,238.03,232.72,230.33,207.75,195.42,198.41,228.17
2024-2025,2015-16,5,01,03,Wheat products,295.36,294.24,293.1,293.91,292.49,291.44,289.03,285.42,285.06,276.39,272.88,267.39,286.39
2024-2025,2015-16,6,01,04,Besan,260.58,273.29,313.38,320.94,321.18,312.98,305.48,278.97,264.73,254.37,254.68,255.22,284.65
2024-2025,2015-16,7,01,05,Rice,310.37,313.42,315.6,314.76,312.05,309.73,310.41,311.63,310.05,310.29,309.63,314.81,311.9
2024-2025,2015-16,8,01,06,Bakery and confectionary,259.67,260.5,260.22,262.99,262.97,264.44,264.66,267.82,265.44,268.1,268.69,268.92,264.54
2024-2025,2015-16,9,01,07,Nimco,287.62,288.04,289.86,292.5,292.66,295.4,295.6,295.66,298.32,298.45,299.53,300.39,294.5
2024-2025,2015-16,10,01,08,Meat,309.95,313.03,320.44,321.62,323.58,326.19,327.14,328.66,333.93,338.94,341.71,342.39,327.3
2024-2025,2015-16,11,01,09,Chicken,275.86,313.44,309.9,324.19,269.26,234.1,316.64,311.85,345.76,324.2,352.18,229.03,300.53
2024-2025,2015-16,12,01,10,Fish,193.9,195.22,196.82,207.73,213.87,217.77,219.12,218.86,214.24,208.87,208,208,208.53
2024-2025,2015-16,13,01,11,Milk fresh,255.33,258.57,259.28,259.55,259.93,259.98,262.53,262.54,263.01,262.98,263.62,264.68,261
2024-2025,2015-16,14,01,12,Milk products,259.85,262.96,263.84,264.32,265.51,265.64,265.77,265.51,265.27,265.67,265.98,266.92,264.77
2024-2025,2015-16,15,01,13,Milk powder,301.19,301.95,302.15,302.42,302.94,303.02,303.35,303.45,303.55,303.57,312.06,314.48,304.51
2024-2025,2015-16,16,01,14,Eggs,292.17,328.38,352.44,348.81,390.09,394.02,338.87,290.64,333.99,265.99,330.84,360.03,335.52
2024-2025,2015-16,17,01,15,Butter,375.6,375.71,375.71,376.31,389.46,396.71,401.94,424.47,435.93,438.33,444.06,444.13,406.53
2024-2025,2015-16,18,01,16,Mustard oil,283.24,285.15,284.82,288.85,310.45,319.64,324.74,320.88,319.9,312.06,309.96,308.44,305.68
2024-2025,2015-16,19,01,17,Cooking oil,303.6,304.74,298.4,299.2,306.42,319.87,332.42,333.57,331.14,330.79,327.86,327.17,317.93
2024-2025,2015-16,20,01,18,Vegetable ghee,306.02,309.4,310.52,311.51,326.11,343.79,352.75,355.08,349.44,349.31,344.4,343.73,333.51
2024-2025,2015-16,21,01,19,Dry fruits,281.92,282.43,284.29,287.8,296.58,297.52,297.23,297.23,296.97,297.1,298.15,298.35,292.96
2024-2025,2015-16,22,01,20,Fresh fruits,248.43,215.89,204.03,203.14,189.46,206.21,216.54,248.99,295.45,290.97,294.49,298.56,242.68
2024-2025,2015-16,23,01,21,Pulse masoor,222.45,221.18,212.36,211.12,208.5,206.94,206.79,203.7,202.09,200.35,200.93,201.02,208.12
2024-2025,2015-16,24,01,22,Pulse moong,205.29,211.09,207.35,212.18,235.83,236.31,249.15,245.84,247.56,244.94,246.25,246.76,232.38
2024-2025,2015-16,25,01,23,Pulse mash,248.23,250.35,243.67,237.68,220.18,214.47,208.82,202.93,196.04,192.93,191.15,190.56,216.42
2024-2025,2015-16,26,01,24,Pulse gram,271.07,283.41,321.62,340.04,325.32,302.73,299.37,268.81,256.39,249.53,252.26,252.71,285.27
2024-2025,2015-16,27,01,25,Gram whohe,290.74,301.84,316.86,324.31,319.38,314.63,310.11,293.18,285.02,277.43,276.58,276.9,298.92
2024-2025,2015-16,28,01,26,Beans,373.9,375.57,375.02,375.4,384.23,386.38,388.8,389.63,379.53,373.53,370.34,370.98,378.61
2024-2025,2015-16,29,01,27,Potatoes,385.21,396.38,400.25,403.68,438.57,493.04,354.62,283.34,264,250.54,254.64,320.18,353.7
2024-2025,2015-16,30,01,28,Onions,266.97,327.94,344.14,370.44,359.21,341.58,293.83,201.29,171.31,126.77,111.49,128.5,253.62
2024-2025,2015-16,31,01,29,Tomatoes,392.3,360.58,272.81,283.61,358.95,347.16,275.3,119.03,162.3,137.53,108.93,171.38,249.16
2024-2025,2015-16,32,01,30,Fresh vegetables,306.29,343.82,281.48,317.78,295.01,288.32,230.73,192.12,203.9,217.11,217.42,213.89,258.99
2024-2025,2015-16,33,01,31,Sugar,233.9,233.94,228.78,218.36,213.05,217.31,225.78,246.88,275.23,270.06,281.05,285.31,244.14
2024-2025,2015-16,34,01,32,Gur,237.74,240.21,241.93,247.62,242.53,241.32,241.77,243.68,244.27,246.15,255.15,262.16,245.38
2024-2025,2015-16,35,01,33,Honey,187.54,188.88,188.88,189.01,208.55,214.16,217.74,220.17,220.9,221.9,221.9,222.27,208.49
2024-2025,2015-16,36,01,34,Sweetmeat,298.83,299.43,306.04,312.78,316.56,317.01,322.82,322.98,324.52,325.4,327.96,329.34,316.97
2024-2025,2015-16,37,01,35,Ice cream,199.33,199.33,199.33,199.33,199.33,199.45,199.45,199.45,199.45,199.45,199.45,199.45,199.4
2024-2025,2015-16,38,01,36,Condiments and Spices,321.67,324.02,334.78,353.2,343.27,334.36,334.59,339.91,349.39,354.3,373.79,373.41,344.72
2024-2025,2015-16,39,01,37,Dessert preparation,264.66,262.83,262.75,269.99,270.14,270.14,270.14,270.14,272.19,271.09,272.44,275.21,269.31
2024-2025,2015-16,40,01,38,Tea,332.73,332.73,332.73,332.73,332.73,332.73,332.73,299.35,276.33,275.78,273.67,273.67,310.66
2024-2025,2015-16,41,01,39,Beverages,249.63,250.41,250.98,251.62,254.18,254.77,253.86,256.8,257.84,258.89,261.14,261.46,255.13
2024-2025,2015-16,42,02,00,"Alcoholic Beverages, Tobacco",407.5,407.24,407.83,408.28,403.16,405.62,406.23,410.59,414.86,417.98,418.05,418.82,410.51
2024-2025,2015-16,43,02,40,Cigarettes,407.26,405.76,406.04,406.25,399.64,401.03,401.22,402.86,407.84,409.98,410.06,410.28,405.69
2024-2025,2015-16,44,02,41,Pan prepared,408.73,414.94,417.17,418.9,421.5,429.58,432.4,450.94,451.52,459.74,459.74,463.42,435.72
2024-2025,2015-16,45,03,00,Clothing and footwear,235.24,236.21,237.02,237.24,244.54,245.42,246.32,246.69,249.74,251.04,254.43,254.64,244.88
2024-2025,2015-16,46,03,42,Cotton cloth,279.49,279.69,279.95,279.95,280.13,280.39,280.55,281.5,286.41,288.37,297.59,297.99,284.33
2024-2025,2015-16,47,03,43,Woolen cloth,224.88,225.56,228.49,228.89,235.28,235.97,236.95,237.12,238.44,242.23,243.05,243.05,234.99
2024-2025,2015-16,48,03,44,Readymade garments,202.48,205,206.45,206.62,208.75,209.07,212.42,212.63,217.2,218.67,220.91,221.11,211.78
2024-2025,2015-16,49,03,45,Woolen readymade garments,230.68,230.68,230.68,230.71,246.66,256.69,257.1,257.23,257.23,256.71,256.71,256.71,247.32
2024-2025,2015-16,50,03,46,Tailoring,227.71,227.53,227.84,228.16,228.82,229.09,229.72,229.85,234.07,234.43,236.65,237.09,230.91
2024-2025,2015-16,51,03,47,Hosiry,218.98,226.45,226.83,227.67,232.65,233.67,234.38,234.6,237.73,238.2,239.04,239.06,232.44
2024-2025,2015-16,52,03,48,Dopatta,188.43,191.92,195.46,197.13,197.45,199.76,199.95,200.63,203.87,204.13,205.09,205.11,199.08
2024-2025,2015-16,53,03,49,Cleaning and laundring,255.48,255.72,260.52,262.2,263.18,263.39,265.97,266.32,266.43,266.56,268.28,268.63,263.56
2024-2025,2015-16,54,03,50,Footware,219.61,219.63,219.7,219.75,246.91,246.93,247.08,247.12,247.14,247.48,247.48,247.52,238.03
2024-2025,2015-16,55,04,00,"Housing, water, Elec., Gas and other fuels",246.75,243.39,241.96,245.75,246.49,244.15,245.5,244.76,244.31,239.51,236.58,238.2,243.11
2024-2025,2015-16,56,04,51,House rent,164.08,164.08,164.08,165.69,165.69,165.69,168.09,168.09,168.09,170.49,170.49,170.49,167.09
2024-2025,2015-16,57,04,52,Construcion input items,265.27,266.39,267.19,266.17,266.1,265.94,265.06,263.77,263.38,265.59,266.21,266.09,265.6
2024-2025,2015-16,58,04,53,Construction wage rates,215.78,215.95,217.12,217.43,221.34,221.36,221.55,223.2,224.08,224.87,225.22,227.48,221.28
2024-2025,2015-16,59,04,54,Water supply,201.12,201.62,204.19,221.86,228.37,228.99,228.99,228.99,228.99,228.99,228.99,228.99,221.67
2024-2025,2015-16,60,04,55,Garbage collection,250.31,250.31,252.22,252.22,261.18,261.28,261.72,262.24,262.68,262.68,262.68,262.68,258.52
2024-2025,2015-16,61,04,56,Electricity charges,304.07,284.46,275.67,289.5,288.85,272.45,270.31,269.56,266.13,225.72,209.86,221.44,264.84
2024-2025,2015-16,62,04,57,Gas charges,1479.08,1479.08,1479.08,1479.08,1479.08,1479.08,1479.08,1479.08,1479.08,1479.08,1479.08,1479.08,1479.08
2024-2025,2015-16,63,04,58,Liquified Hydrocarbons,325.93,321.05,319.38,316.48,344.79,357.75,353.81,324.38,330.32,345.34,332.17,314.65,332.17
2024-2025,2015-16,64,04,59,Solid Fuel,203.51,204.49,204.59,206.59,215.01,225.71,231.37,227.94,228.41,227.08,225.95,224.63,218.77
2024-2025,2015-16,65,05,00,Furnishing and household equipment maintenance,259.61,259.86,258.43,261.24,264.13,263.2,264.44,264.72,264.94,267.22,267.57,267.58,263.58
2024-2025,2015-16,66,05,60,Furniture and furnishing,247.48,247.94,248.64,253.65,254.06,254.91,256.78,258.02,258.89,259.43,260.05,260.45,255.03
2024-2025,2015-16,67,05,61,Carpets,149.02,149.43,149.43,150.43,150.55,150.75,150.8,150.8,150.8,150.8,150.8,154.05,150.64
2024-2025,2015-16,68,05,62,Household textiles,185.25,185.82,186.36,193.65,198.51,207.66,208.18,208.77,208.79,209.12,209.85,210.1,201.01
2024-2025,2015-16,69,05,63,Household equipments,255.56,256.45,255.31,261.92,263.5,263.75,264.71,265.44,265.51,270.94,271.42,271.99,263.88
2024-2025,2015-16,70,05,64,Plastic products,209.84,212.01,214.4,215.58,216.13,217.79,219.27,220.66,222.91,223.33,223.4,225.11,218.37
2024-2025,2015-16,71,05,65,Major tools & equipments,230.32,232.35,232.96,234.27,233.96,237.52,238.7,241.46,242,243.43,246.43,250.4,238.65
2024-2025,2015-16,72,05,66,Washing soap/detergents/match box,326.67,326.03,321.98,320.8,323.95,318.22,320.23,319.78,319.91,322.31,322.59,321.86,322.03
2024-2025,2015-16,73,05,67,Household servant,190.67,191.26,191.76,193.75,198.83,199.33,199.47,199.69,199.81,199.94,199.94,199.94,197.03
2024-2025,2015-16,74,06,00,Health,251.47,253.98,257.52,260.72,267.04,268.54,270.5,271.35,271.71,273.81,274.2,276.26,266.43
2024-2025,2015-16,75,06,68,Drugs and medicines,265.47,269.05,273.52,276.17,288.37,291.11,292.08,292.45,292.7,293.06,293.8,297.55,285.44
2024-2025,2015-16,76,06,69,Therapeutic Appliances and Equipme,150.51,150.7,150.84,150.99,153.39,154.64,154.74,154.81,154.81,155.03,155.03,155.58,153.42
2024-2025,2015-16,77,06,70,Doctor (MBBS) clinic fee,316.61,319.39,326.91,331.8,332.65,332.67,333.7,336.38,337.27,345.42,345.44,346.49,333.73
2024-2025,2015-16,78,06,71,Dental services,206.48,206.69,212.92,213.7,216.6,217.31,222.14,223.27,225.18,225.9,226.43,228.94,218.8
2024-2025,2015-16,79,06,72,Medical tests,194.3,195.4,195.41,198.2,200.55,201.5,212.3,213.1,213.6,214.72,214.86,214.98,205.74
2024-2025,2015-16,80,06,73,Hospitals services,205.14,206.15,206.58,209.84,210.81,211.27,212.04,212.51,212.62,214.16,214.26,214.68,210.84
2024-2025,2015-16,81,07,00,Transport,307.43,305.69,299.64,294.62,296.81,300.02,302.43,303.09,302.14,301.84,301.57,304.52,301.65
2024-2025,2015-16,82,07,74,Motor vehicles,259.11,259.33,259.34,259.37,259.37,259.37,259.37,259.34,259.38,259.38,264.21,264.37,260.16
2024-2025,2015-16,83,07,75,Motor vehicle accessories,258.64,259.13,259.99,260.1,261,263.75,263.88,264.18,265.06,263.81,264.05,264.26,262.32
2024-2025,2015-16,84,07,76,Motor fuel,366.26,359.75,347.75,339.72,341.34,345.61,348.32,350.94,349.7,348.56,346.24,350.16,349.53
2024-2025,2015-16,85,07,77,Mechanical services,222.54,224.23,225.49,230.14,230.74,230.93,230.98,233.04,233.29,237.51,237.93,237.99,231.23
2024-2025,2015-16,86,07,78,Motor vehicle tax,148.53,399.23,399.23,399.23,399.23,399.23,399.23,399.23,399.23,399.23,399.23,399.23,378.34
2024-2025,2015-16,87,07,79,Transport services,262.52,259.76,258.09,252.66,257.39,261.21,265.13,262.57,261.11,261.06,261.6,265.35,260.7
2024-2025,2015-16,88,08,00,Communication,138.28,138.3,138.34,138.37,138.39,138.4,138.38,138.38,138.38,138.39,138.43,138.6,138.39
2024-2025,2015-16,89,08,80,Postal services,209.03,209.23,214.41,218.1,219.67,220.45,218.04,217.79,217.79,217.79,221.59,221.59,217.12
2024-2025,2015-16,90,08,81,Communication apparatus,188.25,188.35,188.35,188.38,188.41,188.41,188.43,188.43,188.43,188.51,188.51,189.42,188.49
2024-2025,2015-16,91,08,82,Communication Services,125.55,125.55,125.55,125.55,125.55,125.55,125.55,125.55,125.55,125.55,125.55,125.55,125.55
2024-2025,2015-16,92,09,00,Recreation and culture,256.42,259.63,259.42,259.72,260.05,260.51,260.67,260.96,258.99,261.43,250.5,250.36,258.22
2024-2025,2015-16,93,09,83,Recreation and culture,153.19,153.29,152.8,152.95,153.91,154.56,154.82,154.84,154.84,155.01,155.01,155.07,154.19
2024-2025,2015-16,94,09,84,Text books,332.44,332.44,332.57,332.81,332.81,332.81,332.81,333.89,329.07,335.43,306.62,306.27,328.33
2024-2025,2015-16,95,09,85,Newspapers,211.87,211.87,216.94,216.94,216.94,216.94,216.94,216.94,216.94,216.94,216.94,216.94,216.1
2024-2025,2015-16,96,09,86,stationery,312.81,328.7,327.3,328.06,327.89,329.01,329.33,328.63,328.06,327.71,328.48,328.3,327.02
2024-2025,2015-16,97,10,00,Education,194.55,195.37,195.66,195.98,199.91,199.96,200.02,200.61,203.07,211.42,212.23,212.44,201.77
2024-2025,2015-16,98,10,87,Education,194.55,195.37,195.66,195.98,199.91,199.96,200.02,200.61,203.07,211.42,212.23,212.44,201.77
2024-2025,2015-16,99,11,00,Restaurants and hotels,265.28,266.75,271.99,272.98,276.36,277.24,279.39,280.26,280.73,282.36,282.75,283.57,276.64
2024-2025,2015-16,100,11,88,Readymade food,270.11,271.68,278.58,279.53,283.99,285.08,286.9,287.84,288.41,289.63,289.97,290.36,283.51
2024-2025,2015-16,101,11,89,Marriage Hall Charges,257.27,258.5,258.89,260.01,260.26,260.5,263.83,263.95,263.95,266.94,267.51,269.74,262.61
2024-2025,2015-16,102,11,90,Accommodation Services,168.37,168.39,168.39,169.14,169.14,169.66,169.69,178.3,180.92,181.26,181.32,181.32,173.83
2024-2025,2015-16,103,12,00,Misc. goods and services,281.53,283.85,286.58,289.03,291.88,292.4,294.76,299.81,304.14,311.43,316.36,317.53,297.44
2024-2025,2015-16,104,12,91,Personal Grooming Services,248.76,250.28,250.88,250.97,253.09,253.7,256.74,257.13,259.17,261.24,261.85,261.86,255.47
2024-2025,2015-16,105,12,92,Electrical Appliances for Personal,162.07,162.29,167.19,168.24,177,177.15,177.26,177.43,177.9,190.18,190.32,190.57,176.47
2024-2025,2015-16,106,12,93,Appliances/Articles/Products for P,263.26,263.65,264.66,265.24,266.2,266.74,269.2,272.16,275.56,279.42,280.74,281.33,270.68
2024-2025,2015-16,107,12,94,Personal Effects n.e.c.,372.8,382.01,391.85,402.27,411.42,411.8,413.4,429.18,438.64,460.92,481.13,485.11,423.38
2025-2026,2015-16,1,00,00,General,270.04,268.26,272.53,276.28,277.77,276.76,277.41,278.15,281.87,289.61,291.58,290.2,279.21
2025-2026,2015-16,2,01,00,Food and non-alcoholic Beverages,279.27,274.74,287.74,293.61,294.42,288.12,287.32,284.29,284.32,291.71,291.88,294.92,287.7
2025-2026,2015-16,3,01,01,Wheat,189.03,189.35,260.5,287.88,291.1,301.23,331.87,331.77,313.6,285.23,307.41,312.71,283.47
2025-2026,2015-16,4,01,02,Wheat flour,196.36,193.92,260.69,275,274.13,279.63,293.09,293.08,284.79,271.25,301.66,308.22,269.32
2025-2026,2015-16,5,01,03,Wheat products,265.88,262.39,280.38,287.7,292.34,296.8,304.48,306.55,308.3,305.37,305.61,312.09,293.99
2025-2026,2015-16,6,01,04,Besan,252.84,251.59,254.06,249.47,237.8,231.51,227.14,223.35,214.64,213.21,212.49,211.13,231.6
2025-2026,2015-16,7,01,05,Rice,319.42,321.76,330.09,330.87,328.09,327.41,328.33,328.22,328.41,331.65,332.93,335.13,328.53
2025-2026,2015-16,8,01,06,Bakery and confectionary,269.17,269.45,270.74,270.83,272.88,273.15,276.49,277.31,279.3,286.67,293.56,294.18,277.81
2025-2026,2015-16,9,01,07,Nimco,300.45,300.77,301.17,302.11,302.13,302.13,303.17,303.87,305.66,305.73,307.54,312.48,303.93
2025-2026,2015-16,10,01,08,Meat,344.49,345.89,348.63,350.61,356.95,358.68,360.53,365.75,371.36,381.23,389.8,392.09,363.83
2025-2026,2015-16,11,01,09,Chicken,297.11,309.48,292.98,229.92,269.83,262.31,304.64,243.75,275.43,282.84,278.35,215.89,271.88
2025-2026,2015-16,12,01,10,Fish,207.96,210.99,211.35,219.45,225.91,230.17,233.69,233.48,231.96,228.18,225.94,225.1,223.68
2025-2026,2015-16,13,01,11,Milk fresh,265.43,265.95,266.65,268.25,268.47,268.65,269.25,269.32,269.49,277.27,281.17,284.75,271.22
2025-2026,2015-16,14,01,12,Milk products,267.79,268.22,268.56,269.24,271.89,272.44,272.53,273.21,273.12,282.79,286.91,289.69,274.7
2025-2026,2015-16,15,01,13,Milk powder,316,317.07,317.55,320.03,322.98,329.53,331.45,332.05,332.39,332.9,334.44,334.9,326.77
2025-2026,2015-16,16,01,14,Eggs,306.58,345.94,361.49,376.76,406.59,419.89,393.74,305.6,250.66,286.7,269.54,240.58,330.34
2025-2026,2015-16,17,01,15,Butter,446.57,460.75,477.26,487.8,492.4,492.4,492.4,492.4,497.52,498.09,503.61,505.91,487.26
2025-2026,2015-16,18,01,16,Mustard oil,308.67,308.24,310.45,312.24,314.38,311.83,313.79,317.56,319.15,319.15,318.42,318.8,314.39
2025-2026,2015-16,19,01,17,Cooking oil,325,324.73,324.71,328.02,333.09,342.56,345.06,341.83,337.75,337.47,340.53,345.74,335.54
2025-2026,2015-16,20,01,18,Vegetable ghee,343.62,343.22,343.87,350.45,352.81,359.59,360.52,356.94,356.7,356.8,359.95,366.62,354.26
2025-2026,2015-16,21,01,19,Dry fruits,298.42,298.48,298.95,299.77,305.47,315.53,318.82,321.3,323.41,323.85,324.98,326.2,312.93
2025-2026,2015-16,22,01,20,Fresh fruits,277.14,218.5,220.51,225.89,231.01,246.67,252.3,281.27,312.92,309.51,305.27,306.99,265.67
2025-2026,2015-16,23,01,21,Pulse masoor,201.94,200.28,200.35,199.7,197.83,196.36,188.4,180.81,178.33,177.12,177.01,176.65,189.57
2025-2026,2015-16,24,01,22,Pulse moong,245.3,238.41,237.88,237.4,232.69,232.42,235.08,238.03,238.39,239.13,238.07,235.59,237.37
2025-2026,2015-16,25,01,23,Pulse mash,190.63,187.97,185.78,185.86,184.05,181.89,178.38,192.99,198.35,203.53,200.23,198.26,190.66
2025-2026,2015-16,26,01,24,Pulse gram,253.37,248.07,251.67,247.29,228.28,222.79,209.66,210.37,208.59,208.43,204.99,204.21,224.81
2025-2026,2015-16,27,01,25,Gram whohe,276.74,270.77,269.69,267.59,261.26,253.23,244.95,244.54,236.36,236.78,236.51,236.82,252.94
2025-2026,2015-16,28,01,26,Beans,367.9,366.5,364.08,357.07,350.67,352.87,350.77,350.83,349.82,346.84,345.68,342.59,353.8
2025-2026,2015-16,29,01,27,Potatoes,355.3,324.13,342.66,334.57,343.49,282.07,202.74,170.52,150.03,156.68,162.96,191.9,251.42
2025-2026,2015-16,30,01,28,Onions,140.53,160.74,206.52,245.17,362.71,243.04,173.82,167.04,164.49,179.68,170.28,205.7,201.64
2025-2026,2015-16,31,01,29,Tomatoes,205.52,245.86,405.76,643.69,300.55,164.69,176.11,216.7,153.52,241.18,137.04,260.51,262.59
2025-2026,2015-16,32,01,30,Fresh vegetables,311.77,254.16,277.14,311.02,292.67,230.34,192.13,184.67,193.93,272.81,204.8,230.51,246.33
2025-2026,2015-16,33,01,31,Sugar,302.74,286.12,293.97,294.42,295.93,275.32,248.88,248,242.77,240.37,240.07,240.13,267.39
2025-2026,2015-16,34,01,32,Gur,271.28,273.43,277.53,283.46,279.31,271.14,264.27,263.24,263.02,260.57,260.04,260.3,268.97
2025-2026,2015-16,35,01,33,Honey,222.58,222.69,222.73,222.62,222.62,222.62,222.62,222.56,222.56,222.71,222.37,222.63,222.61
2025-2026,2015-16,36,01,34,Sweetmeat,329.58,331.14,332.76,333.14,335.16,335.51,336.52,338.53,343.57,344.9,349.64,350.07,338.38
2025-2026,2015-16,37,01,35,Ice cream,199.68,199.68,199.68,199.68,199.68,199.68,199.68,200.62,208.3,210.48,222.04,223.63,205.24
2025-2026,2015-16,38,01,36,Condiments and Spices,369.77,372.15,373.17,375.91,374.08,376.23,383.83,383.64,381.87,382.79,383.44,384.39,378.44
2025-2026,2015-16,39,01,37,Dessert preparation,297.12,297.85,297.93,300.37,300.63,300.63,300.63,300.63,300.57,301.71,307.25,312.68,301.5
